smiles,uM_value,pchembl_value
COc1ccc(C(NCCNc2ccnc3cc(Cl)ccc23)c2nnnn2C(C)(C)C)cc1,3.821,5.42
Cc1ccc(C(NCCNc2ccnc3cc(Cl)ccc23)c2nnnn2C(C)(C)C)cc1,0.001,9.0
CC(C)(C)n1nnnc1C(NCCNc1ccnc2cc(Cl)ccc12)c1ccc(Cl)c(Cl)c1,0.0004,9.4
CC(C)(C)n1nnnc1C(NCCCNc1ccnc2cc(Cl)ccc12)c1ccccc1,0.002,8.7
CC(C)(C)n1nnnc1C(NCCCCNc1ccnc2cc(Cl)ccc12)c1ccccc1,0.002,8.7
Cc1ccc(C(=O)/C=C/c2ccc(C(=O)NCCOCCOCCNc3ccnc4cc(Cl)ccc34)cc2)o1,0.26,6.58
Cc1ccc(C(=O)/C=C/c2ccc(C(=O)NCCCCCCNc3ccnc4cc(Cl)ccc34)cc2)o1,0.05,7.3
Cc1ccc(C(=O)/C=C/c2ccc(C(=O)N(C)CCCNc3ccnc4cc(Cl)ccc34)cc2)o1,0.37,6.43
Cc1ccc(C(=O)/C=C/c2ccc(C(=O)NCCCN(C)CCCNc3ccnc4cc(Cl)ccc34)cc2)o1,0.09,7.05
Cc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)o1,0.54,6.27
Cc1ccc(C(=O)/C=C/c2ccc(C(N)=O)cc2)o1,10.0,5.0
CCCCNC(=O)c1ccc(/C=C/C(=O)c2ccc(C)o2)cc1,10.0,5.0
Cc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)o1,18.4,4.74
Cc1ccc(C(=O)/C=C/c2ccc(C(=O)NCCNc3ccnc4cc(Cl)ccc34)cc2)o1,0.11,6.96
Cc1ccc(C(=O)/C=C/c2ccc(C(=O)NCCCNc3ccnc4cc(Cl)ccc34)cc2)o1,0.07,7.16
Cc1ccc(C(=O)/C=C/c2ccc(C(=O)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)o1,0.05,7.3
Cc1ccc(C(=O)/C=C/c2ccc(C(=O)NC(C)CNc3ccnc4cc(Cl)ccc34)cc2)o1,0.08,7.1
COc1ccc(C2(c3cccc(-c4ccccc4)c3)NC(=N)N(C3CCCCC3)C2=O)cc1,1.49,5.83
COc1ccc(C2(c3cccc(-c4cccnc4)c3)NC(=N)N(C3CCCCC3)C2=O)cc1,0.595,6.22
COc1cccc(C2(c3cccc(-c4cccnc4)c3)NC(=N)N(C3CCCCC3)C2=O)c1,0.787,6.1
N=C1NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C(=O)N1C1CCCCC1,0.75,6.12
COc1ccc(C2(c3cccc(-c4ccccn4)c3)NC(=N)N(C3CCCCC3)C2=O)cc1,1.81,5.74
COc1cccc(C2(c3cccc(-c4ccncc4)c3)NC(=N)N(C3CCCCC3)C2=O)c1,0.318,6.5
N=C1NC(c2cccc(-c3cccnc3)c2)(c2cccc(-c3cccnc3)c2)C(=O)N1C1CCCCC1,0.725,6.14
N=C1NC(c2ccccc2)(c2cccc(Oc3ccccc3)c2)C(=O)N1C1CCCCC1,0.424,6.37
N=C1NC(c2ccccc2)(c2cccc(OCc3ccccc3)c2)C(=O)N1C1CCCCC1,0.641,6.19
CCC(CN1C(=N)NC(c2ccc(OC)cc2)(c2ccc(OC)cc2)C1=O)c1ccccc1,0.244,6.61
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C)C2=O)cc1,7.92,5.1
CCN1C(=N)NC(c2ccc(OC)cc2)(c2ccc(OC)cc2)C1=O,3.95,5.4
CCCN1C(=N)NC(c2ccc(OC)cc2)(c2ccc(OC)cc2)C1=O,1.14,5.94
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(c3ccccc3)C2=O)cc1,100.0,4.0
N=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1Cc1ccccc1,8.29,5.08
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(Cc3ccccc3)C2=O)cc1,0.855,6.07
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(CCc3ccccc3)C2=O)cc1,2.38,5.62
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(CCCc3ccccc3)C2=O)cc1,0.512,6.29
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C(C)C)C2=O)cc1,1.66,5.78
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CC3)C2=O)cc1,4.11,5.39
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCC3)C2=O)cc1,0.722,6.14
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCCC3)C2=O)cc1,0.611,6.21
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCCCC3)C2=O)cc1,0.463,6.33
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCCCCC3)C2=O)cc1,0.427,6.37
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCOCC3)C2=O)cc1,0.459,6.34
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCC(O)CC3)C2=O)cc1,14.8,4.83
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCN(C)CC3)C2=O)cc1,0.697,6.16
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCN(C(=O)OC(C)(C)C)CC3)C2=O)cc1,0.436,6.36
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(CC3CCCCC3)C2=O)cc1,0.383,6.42
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(CC3CCOCC3)C2=O)cc1,0.463,6.33
COc1cccc(C2(c3cccc(OC)c3)NC(=N)N(C3CCCCC3)C2=O)c1,0.768,6.12
COc1ccc(C2(c3ccccc3)NC(=N)N(C3CCCCC3)C2=O)cc1,0.533,6.27
COc1cccc(C2(c3ccccc3)NC(=N)N(C3CCCCC3)C2=O)c1,0.917,6.04
N=C1NC(c2ccc(OC(F)(F)F)cc2)(c2ccc(OC(F)(F)F)cc2)C(=O)N1C1CCCCC1,2.2,5.66
CCOc1ccc(C2(c3ccc(OCC)cc3)NC(=N)N(C3CCCCC3)C2=O)cc1,0.466,6.33
Cc1ccc(C2(c3ccc(C)cc3)NC(=N)N(C3CCCCC3)C2=O)cc1,1.26,5.9
Cc1cccc(C2(c3cccc(C)c3)NC(=N)N(C3CCCCC3)C2=O)c1,0.533,6.27
N=C1NC(c2ccc(Cl)cc2)(c2ccc(Cl)cc2)C(=O)N1C1CCCCC1,1.07,5.97
N=C1NC(c2cccc(Cl)c2)(c2cccc(Cl)c2)C(=O)N1C1CCCCC1,1.06,5.97
CNCCc1c[nH]c2c1C(=O)C1=C(NC=CS1(=O)=O)C2=O.Cl,0.16,6.8
CN(C)c1cc[n+](Cc2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1.[Br-].[Br-],0.094,7.03
CN(C)c1cc[n+](Cc2ccc(-c3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.003,8.52
CN(C)c1cc[n+](Cc2ccc(CCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.003,8.52
CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.002,8.7
CN(c1ccc(Cl)cc1)c1cc[n+](Cc2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1.[Br-].[Br-],0.092,7.04
CN(c1ccc(Cl)cc1)c1cc[n+](Cc2ccc(-c3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.038,7.42
CN(c1ccc(Cl)cc1)c1cc[n+](Cc2ccc(CCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.031,7.51
CN(c1ccc(Cl)cc1)c1cc[n+](Cc2ccc(CCCCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.037,7.43
CN(C)c1cc[n+](Cc2ccc(C[n+]3ccc(N(C)c4ccc(Cl)cc4)cc3)cc2)cc1.[Br-].[Br-],0.066,7.18
CN(C)c1cc[n+](Cc2ccc(-c3ccc(C[n+]4ccc(N(C)c5ccc(Cl)cc5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.007,8.15
CN(C)c1cc[n+](Cc2ccc(CCc3ccc(C[n+]4ccc(N(C)c5ccc(Cl)cc5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.005,8.3
CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(C[n+]4ccc(N(C)c5ccc(Cl)cc5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.045,7.35
Cl.Cn1cc(CCN)c2c1C(=O)C1=C(NC=CS1(=O)=O)C2=O,0.416,6.38
Cl.Cn1cc(CCN)c2c1C(=O)C1=C(C2=O)S(=O)(=O)C=CN1,0.128,6.89
CNCCc1cn(C)c2c1C(=O)C1=C(NC=CS1(=O)=O)C2=O.Cl,0.137,6.86
Cl.NCCc1c[nH]c2c1C(=O)C1=C(NC=CS1(=O)=O)C2=O,0.104,6.98
O=C1c2c(O)cc(O)cc2O[C@@]2(c3ccc(O)cc3)Oc3cc(O)c4c(c3[C@]12O)O[C@H](c1ccc(O)cc1)CC4,60.58,4.22
CCOC(=O)c1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2,60.28,4.22
COc1cc(CCCOC(=O)CCC(=O)O[C@@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)cc2cc(-c3ccc4c(c3)OCO4)oc12,0.0023,8.64
COC(=O)C1Cc2c([nH]c3ccccc23)C(c2c(CO)cnc(C)c2O)N1,14.0,4.85
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H](c2c(CO)cnc(C)c2O)N1,91.0,4.04
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(CO)cnc(C)c2O)N1,22.0,4.66
COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2c(CO)cnc(C)c2O)N1,8.0,5.1
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,0.0055,8.26
C1CN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CCO1,0.0004,9.4
C1CCN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)C1,0.0007,9.15
FC1(F)CCC(NC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0004,9.4
C1CC(NC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CCO1,0.0007,9.15
CN1CCC(NC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0004,9.4
O=S1(=O)CC[N+]([O-])(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0037,8.43
C1CCN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0006,9.22
FC1(F)CCN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0006,9.22
C1CCN(C2CCN(C3CCC4(CC3)OOC3(OO4)C4CC5CC(C4)CC3C5)CC2)CC1,0.0024,8.62
C1CCC(NC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0004,9.4
NC1CCN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0012,8.92
C1C2CC3CC1CC(C2)C31OOC2(CCC(NC3CC3)CC2)OO1,0.0015,8.82
CC(C)(C)NC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3,0.0013,8.89
O=C1CN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CCN1,0.0035,8.46
CC(C)(C)OC(=O)NC1CCN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.001,9.0
C1CC(NC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CCO1.Cl,0.001,9.0
Cc1ccc(S(=O)(=O)O)cc1.NC1CCN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0025,8.6
COc1cc(NC(C)CCCNc2ccnc3cc(Cl)ccc23)c2ncccc2c1,0.64,6.19
CCOC(=O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccccc4)CC3)c(F)cc2c1=O,1.08,5.97
CCOC(=O)c1cn(C2CC2)c2cc(N3CCN(CCC45CC6CC(CC(C6)C4)C5)CC3)c(F)cc2c1=O,1.0,6.0
CCOC(=O)c1c[nH]c2ccc(Oc3ccccc3)cc2c1=O,0.164,6.79
CCOC(=O)c1c[nH]c2cc(Oc3ccccc3)ccc2c1=O,0.0193,7.71
CCOC(=O)c1c[nH]c2cc(Cc3ccccc3)ccc2c1=O,0.00457,8.34
CCOC(=O)c1c[nH]c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2c1=O,0.2298,6.64
CCOC(=O)c1c[nH]c2cc(Oc3ccc(OC(F)(F)F)cc3)ccc2c1=O,0.0053,8.28
CCOC(=O)c1c[nH]c2ccc(Cc3ccc(OC(F)(F)F)cc3)cc2c1=O,0.1415,6.85
CCOC(=O)c1c[nH]c2cc(Cc3ccc(OC(F)(F)F)cc3)ccc2c1=O,0.00046,9.34
CCOC(=O)c1c[nH]c2ccc(OCc3ccc(OC(F)(F)F)cc3)cc2c1=O,0.6748,6.17
CCOC(=O)c1c[nH]c2cc(OCc3ccc(OC(F)(F)F)cc3)ccc2c1=O,0.005,8.3
N#Cc1c[nH]c2cc(Oc3ccccc3)ccc2c1=O,8.1025,5.09
O=c1cc[nH]c2ccc(Oc3ccccc3)cc12,4.698,5.33
O=c1cc[nH]c2cc(Oc3ccccc3)ccc12,6.725,5.17
CC(C)OC(=O)c1c[nH]c2ccc(Oc3ccccc3)cc2c1=O,0.1839,6.74
CC(C)OC(=O)c1c[nH]c2cc(Oc3ccccc3)ccc2c1=O,0.00845,8.07
O=C(OC1CCCCC1)c1c[nH]c2ccc(Oc3ccccc3)cc2c1=O,1.8204,5.74
O=C(OC1CCCCC1)c1c[nH]c2cc(Oc3ccccc3)ccc2c1=O,0.0296,7.53
CC(C)(C)NCc1cc(Br)cc(Nc2ccnc3cc(Cl)ccc23)c1,0.065,7.19
CC(C)(C)N(Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2no[n+]([O-])c2/C=N/O)c1)N=O,1.07,5.97
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2no[n+]([O-])c2C#N)c1,0.63,6.2
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.056369999999999996,7.25
CCCCn1cc(C(=O)O)c(=O)c2c3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3ccc21,40.4,4.39
CCCCCC(=O)NCCc1c[nH]c2ccc(OC)cc12,19.1,4.72
COc1ccc2[nH]cc(CCNC(=O)c3ccccc3)c2c1,2.93,5.53
Clc1ccc(Cl)c(Oc2ccccc2N/C(=N/c2ccccc2)NCCNc2ccnc3cc(Cl)ccc23)c1,0.04247,7.37
Clc1ccc(Cl)c(Oc2ccccc2N/C(=N/c2ccccc2)NCCCNc2ccnc3cc(Cl)ccc23)c1,0.07473,7.13
Clc1ccc(Cl)c(Oc2ccccc2N/C(=N/c2ccccc2)NCCCCNc2ccnc3cc(Cl)ccc23)c1,0.19441,6.71
Clc1cccc(/N=C(\NCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)c1,0.06956,7.16
Clc1cccc(/N=C(\NCCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)c1,0.08768000000000001,7.06
Clc1cccc(/N=C(\NCCCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)c1,0.14887,6.83
Clc1ccc(/N=C(\NCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)cc1,0.05808,7.24
Clc1ccc(/N=C(\NCCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)cc1,0.0872,7.06
Clc1ccc(/N=C(\NCCCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)cc1,0.6535,6.18
COc1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCNc2ccnc3cc(Cl)ccc23)cc1,0.042,7.38
COc1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,0.12029999999999999,6.92
COc1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,0.109,6.96
COc1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCNc2ccnc3cc(Cl)ccc23)cc1,0.04342,7.36
COc1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,0.36918,6.43
COc1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,0.03756,7.42
COc1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCNc2ccnc3cc(Cl)ccc23)cc1,0.10324,6.99
COc1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,0.24082,6.62
COc1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,0.12387999999999999,6.91
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,0.1745,6.76
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,0.287,6.54
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCNc2ccnc3cc(Cl)ccc23)cc1,0.03487,7.46
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,0.02034,7.69
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,0.03123,7.5
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCNc2ccnc3cc(Cl)ccc23)cc1,0.05151,7.29
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,0.07448,7.13
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,0.09679,7.01
Clc1ccc(Cl)c(Oc2ccc(N/C(=N/c3ccccc3)NCCNc3ccnc4cc(Cl)ccc34)cc2)c1,0.039450000000000006,7.4
Clc1ccc(Cl)c(Oc2ccc(N/C(=N/c3ccccc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)c1,0.02312,7.64
Clc1ccc(Cl)c(Oc2ccc(N/C(=N/c3ccccc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)c1,0.30739999999999995,6.51
Clc1cccc(/N=C(\NCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)c1,0.06275,7.2
Clc1cccc(/N=C(\NCCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)c1,0.07623999999999999,7.12
Clc1cccc(/N=C(\NCCCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)c1,0.126,6.9
Clc1ccc(/N=C(\NCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)cc1,0.04397,7.36
Clc1ccc(/N=C(\NCCCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)cc1,0.02902,7.54
COc1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.03663,7.44
COc1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.08601,7.07
COc1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.08873,7.05
COc1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.0496,7.3
COc1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.07568000000000001,7.12
COc1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.06903000000000001,7.16
COc1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.2041,6.69
COc1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.0337,7.47
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.07035,7.15
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.07818000000000001,7.11
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.09442,7.03
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.04886,7.31
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.07818000000000001,7.11
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.05193,7.29
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.04309,7.37
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.038509999999999996,7.41
O=C(NCc1ccccc1C(F)(F)F)Nc1cnc2ccccn2c1=O,100.0,4.0
CC(C)N(Cc1ccccc1)C(=O)Nc1cnc2ccccn2c1=O,70.0,4.16
O=C(Nc1cnc2ccccn2c1=O)OCc1cccc(F)c1,33.0,4.48
O=C(NCc1cccc(F)c1)c1cnc2ccccn2c1=O,43.0,4.37
O=C(NCc1cccc(C(F)(F)F)c1)c1cnc2ccccn2c1=O,65.0,4.19
O=C(NCc1ccc(C(F)(F)F)cc1)c1cnc2ccccn2c1=O,37.0,4.43
O=C(NCc1ccc(F)cc1F)c1cnc2ccccn2c1=O,59.0,4.23
O=C(Nc1ncccc1OCc1ccccc1)c1cnc2ccccn2c1=O,100.0,4.0
Cc1ccn2c(=O)c(C(=O)NCc3ccc(C(F)(F)F)cc3)cnc2c1,70.0,4.16
COc1ccc(-c2ccc3ncc(C(=O)NCC4CCCO4)c(=O)n3c2)cc1,100.0,4.0
CCOC(=O)C(=CNc1ccc2nc(-c3ccccc3)c(-c3ccccc3)nc2c1)C(=O)OCC,16.0,4.8
CCOC(=O)C(=CNc1ccc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc2c1)C(=O)OCC,21.3,4.67
CCOC(=O)c1cnc2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c2c1O,29.8,4.53
CCOC(=O)c1cnc2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1O,15.7,4.8
CCOC(=O)c1cn(CC)c2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c2c1=O,15.4,4.81
CCOC(=O)c1cn(CC(F)(F)F)c2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c2c1=O,13.1,4.88
CCCCn1cc(C(=O)OCC)c(=O)c2c3nc(-c4ccccc4)c(-c4ccccc4)nc3ccc21,9.17,5.04
CCOC(=O)c1cn(Cc2ccc(F)cc2)c2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c2c1=O,6.94,5.16
CCOC(=O)c1cn(CC)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,32.2,4.49
CCOC(=O)c1cn(CC(F)(F)F)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,3.92,5.41
C#CCn1cc(C(=O)OCC)c(=O)c2c3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3ccc21,18.7,4.73
CCOC(=O)c1cn(Cc2ccc(F)cc2)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,7.59,5.12
C/C=C/C=C/c1nc2ccccc2n2cccc12,2.4,5.62
C/C=C/C=C/c1nc2cc(OC)ccc2n2cccc12,3.3,5.48
C/C=C/C=C/c1nc2ccc(OC)cc2n2cccc12,1.5,5.82
C/C=C/C=C/c1nc2cccc(OC)c2n2cccc12,3.2,5.5
CCC/C=C/C=C/c1nc2ccccc2n2cccc12,2.5,5.6
CCC/C=C/C=C/c1nc2cc(OC)ccc2n2cccc12,2.3,5.64
CCC/C=C/C=C/c1nc2ccc(OC)cc2n2cccc12,3.3,5.48
CCC/C=C/C=C/c1nc2cccc(OC)c2n2cccc12,1.6,5.8
CCCC/C=C/C=C/c1nc2ccccc2n2cccc12,6.3,5.2
CCCC/C=C/C=C/c1nc2cc(OC)ccc2n2cccc12,8.9,5.05
CCCC/C=C/C=C/c1nc2ccc(OC)cc2n2cccc12,10.4,4.98
CCCC/C=C/C=C/c1nc2cccc(OC)c2n2cccc12,9.8,5.01
C/C=C/C=C/C=C/c1nc2ccccc2n2cccc12,10.1,5.0
C/C=C/C=C/c1nc2ccccc2n2ccc(OCC)c12,7.7,5.11
CC(C)=CCC/C(C)=C/CNCCOC1C2CC3CC(C2)CC1C3,2.4,5.62
CC(C)=CCC/C(C)=C/COCCNC1C2CC3CC(C2)CC1C3,2.8,5.55
CC(C)=CCC/C(C)=C/COCCOC1C2CC3CC(C2)CC1C3,24.0,4.62
CC(C)=CCC/C(C)=C/CNCCCOC1C2CC3CC(C2)CC1C3,2.4,5.62
CC(C)=CCC/C(C)=C/C[N+](C)(C)CCOC1C2CC3CC(C2)CC1C3.[I-],0.16,6.8
CC(C)=CCC/C(C)=C/CNC(=O)COC1C2CC3CC(C2)CC1C3,18.0,4.75
CC(C)=CCC/C(C)=C/COCC(=O)NC1C2CC3CC(C2)CC1C3,11.0,4.96
