canonical_smiles,uM_value
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(CC3CCCCC3)C2=O)cc1,0.383
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(CC3CCOCC3)C2=O)cc1,0.463
COc1cccc(C2(c3cccc(OC)c3)NC(=N)N(C3CCCCC3)C2=O)c1,0.768
COc1ccc(C2(c3ccccc3)NC(=N)N(C3CCCCC3)C2=O)cc1,0.533
COc1cccc(C2(c3ccccc3)NC(=N)N(C3CCCCC3)C2=O)c1,0.917
N=C1NC(c2ccc(OC(F)(F)F)cc2)(c2ccc(OC(F)(F)F)cc2)C(=O)N1C1CCCCC1,2.2
CCOc1ccc(C2(c3ccc(OCC)cc3)NC(=N)N(C3CCCCC3)C2=O)cc1,0.466
Cc1ccc(C2(c3ccc(C)cc3)NC(=N)N(C3CCCCC3)C2=O)cc1,1.26
Cc1cccc(C2(c3cccc(C)c3)NC(=N)N(C3CCCCC3)C2=O)c1,0.533
N=C1NC(c2ccc(Cl)cc2)(c2ccc(Cl)cc2)C(=O)N1C1CCCCC1,1.07
N=C1NC(c2cccc(Cl)c2)(c2cccc(Cl)c2)C(=O)N1C1CCCCC1,1.06
CNCCc1c[nH]c2c1C(=O)C1=C(NC=CS1(=O)=O)C2=O.Cl,0.16
CN(C)c1cc[n+](Cc2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1.[Br-].[Br-],0.094
CN(C)c1cc[n+](Cc2ccc(-c3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.003
CN(C)c1cc[n+](Cc2ccc(CCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.003
CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.002
CN(c1ccc(Cl)cc1)c1cc[n+](Cc2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1.[Br-].[Br-],0.092
CN(c1ccc(Cl)cc1)c1cc[n+](Cc2ccc(-c3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.038
CN(c1ccc(Cl)cc1)c1cc[n+](Cc2ccc(CCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.031
CN(c1ccc(Cl)cc1)c1cc[n+](Cc2ccc(CCCCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.037
CN(C)c1cc[n+](Cc2ccc(C[n+]3ccc(N(C)c4ccc(Cl)cc4)cc3)cc2)cc1.[Br-].[Br-],0.066
CN(C)c1cc[n+](Cc2ccc(-c3ccc(C[n+]4ccc(N(C)c5ccc(Cl)cc5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.007
CN(C)c1cc[n+](Cc2ccc(CCc3ccc(C[n+]4ccc(N(C)c5ccc(Cl)cc5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.005
CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(C[n+]4ccc(N(C)c5ccc(Cl)cc5)cc4)cc3)cc2)cc1.[Br-].[Br-],0.045
Cl.Cn1cc(CCN)c2c1C(=O)C1=C(NC=CS1(=O)=O)C2=O,0.416
Cl.Cn1cc(CCN)c2c1C(=O)C1=C(C2=O)S(=O)(=O)C=CN1,0.128
CNCCc1cn(C)c2c1C(=O)C1=C(NC=CS1(=O)=O)C2=O.Cl,0.137
Cl.NCCc1c[nH]c2c1C(=O)C1=C(NC=CS1(=O)=O)C2=O,0.051
Cl.NCCc1c[nH]c2c1C(=O)C1=C(NC=CS1(=O)=O)C2=O,0.104
O=C1c2c(O)cc(O)cc2O[C@@]2(c3ccc(O)cc3)Oc3cc(O)c4c(c3[C@]12O)O[C@H](c1ccc(O)cc1)CC4,60.58
CCOC(=O)c1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2,60.28
COc1cc(CCCOC(=O)CCC(=O)O[C@@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)cc2cc(-c3ccc4c(c3)OCO4)oc12,0.0023
COC(=O)C1Cc2c([nH]c3ccccc23)C(c2c(CO)cnc(C)c2O)N1,14.0
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H](c2c(CO)cnc(C)c2O)N1,91.0
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(CO)cnc(C)c2O)N1,22.0
COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2c(CO)cnc(C)c2O)N1,8.0
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,0.0055
C1CN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CCO1,0.0004
C1CCN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)C1,0.0007
FC1(F)CCC(NC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0004
C1CC(NC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CCO1,0.0007
CN1CCC(NC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0004
O=S1(=O)CC[N+]([O-])(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0037
C1CCN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0006
FC1(F)CCN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0006
C1CCN(C2CCN(C3CCC4(CC3)OOC3(OO4)C4CC5CC(C4)CC3C5)CC2)CC1,0.0024
C1CCC(NC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0004
NC1CCN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0012
C1C2CC3CC1CC(C2)C31OOC2(CCC(NC3CC3)CC2)OO1,0.0015
CC(C)(C)NC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3,0.0013
O=C1CN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CCN1,0.0035
CC(C)(C)OC(=O)NC1CCN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.001
C1CC(NC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CCO1.Cl,0.001
Cc1ccc(S(=O)(=O)O)cc1.NC1CCN(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0025
COc1cc(NC(C)CCCNc2ccnc3cc(Cl)ccc23)c2ncccc2c1,0.08
COc1cc(NC(C)CCCNc2ccnc3cc(Cl)ccc23)c2ncccc2c1,0.64
CCOC(=O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccccc4)CC3)c(F)cc2c1=O,0.32
CCOC(=O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccccc4)CC3)c(F)cc2c1=O,1.08
CCOC(=O)c1cn(C2CC2)c2cc(N3CCN(CCC45CC6CC(CC(C6)C4)C5)CC3)c(F)cc2c1=O,0.41
CCOC(=O)c1cn(C2CC2)c2cc(N3CCN(CCC45CC6CC(CC(C6)C4)C5)CC3)c(F)cc2c1=O,1.0
CCOC(=O)c1c[nH]c2ccc(Oc3ccccc3)cc2c1=O,0.164
CCOC(=O)c1c[nH]c2cc(Oc3ccccc3)ccc2c1=O,0.0193
CCOC(=O)c1c[nH]c2cc(Cc3ccccc3)ccc2c1=O,0.00457
CCOC(=O)c1c[nH]c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2c1=O,0.2298
CCOC(=O)c1c[nH]c2cc(Oc3ccc(OC(F)(F)F)cc3)ccc2c1=O,0.0053
CCOC(=O)c1c[nH]c2ccc(Cc3ccc(OC(F)(F)F)cc3)cc2c1=O,0.1415
CCOC(=O)c1c[nH]c2cc(Cc3ccc(OC(F)(F)F)cc3)ccc2c1=O,0.00046
CCOC(=O)c1c[nH]c2ccc(OCc3ccc(OC(F)(F)F)cc3)cc2c1=O,0.6748
CCOC(=O)c1c[nH]c2cc(OCc3ccc(OC(F)(F)F)cc3)ccc2c1=O,0.005
N#Cc1c[nH]c2cc(Oc3ccccc3)ccc2c1=O,8.1025
O=c1cc[nH]c2ccc(Oc3ccccc3)cc12,4.698
O=c1cc[nH]c2cc(Oc3ccccc3)ccc12,6.725
CC(C)OC(=O)c1c[nH]c2ccc(Oc3ccccc3)cc2c1=O,0.1839
CC(C)OC(=O)c1c[nH]c2cc(Oc3ccccc3)ccc2c1=O,0.00845
O=C(OC1CCCCC1)c1c[nH]c2ccc(Oc3ccccc3)cc2c1=O,1.8204
O=C(OC1CCCCC1)c1c[nH]c2cc(Oc3ccccc3)ccc2c1=O,0.0296
CC(C)(C)NCc1cc(Br)cc(Nc2ccnc3cc(Cl)ccc23)c1,0.007
CC(C)(C)NCc1cc(Br)cc(Nc2ccnc3cc(Cl)ccc23)c1,0.065
CC(C)(C)N(Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2no[n+]([O-])c2/C=N/O)c1)N=O,0.024
CC(C)(C)N(Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2no[n+]([O-])c2/C=N/O)c1)N=O,1.07
CC(C)(C)N(Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2no[n+]([O-])c2C#N)c1)N=O,0.113
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2no[n+]([O-])c2C#N)c1,0.04
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2no[n+]([O-])c2C#N)c1,0.63
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.056369999999999996
CCCCn1cc(C(=O)O)c(=O)c2c3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3ccc21,40.4
CCCCCC(=O)NCCc1c[nH]c2ccc(OC)cc12,19.1
COc1ccc2[nH]cc(CCNC(=O)c3ccccc3)c2c1,2.93
Clc1ccc(Cl)c(Oc2ccccc2N/C(=N/c2ccccc2)NCCNc2ccnc3cc(Cl)ccc23)c1,0.04247
Clc1ccc(Cl)c(Oc2ccccc2N/C(=N/c2ccccc2)NCCCNc2ccnc3cc(Cl)ccc23)c1,0.07473
Clc1ccc(Cl)c(Oc2ccccc2N/C(=N/c2ccccc2)NCCCCNc2ccnc3cc(Cl)ccc23)c1,0.19441
Clc1cccc(/N=C(\NCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)c1,0.06956
Clc1cccc(/N=C(\NCCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)c1,0.08768000000000001
Clc1cccc(/N=C(\NCCCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)c1,0.14887
Clc1ccc(/N=C(\NCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)cc1,0.05808
Clc1ccc(/N=C(\NCCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)cc1,0.0872
Clc1ccc(/N=C(\NCCCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)cc1,0.6535
COc1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCNc2ccnc3cc(Cl)ccc23)cc1,0.042
COc1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,0.12029999999999999
COc1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,0.109
COc1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCNc2ccnc3cc(Cl)ccc23)cc1,0.04342
COc1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,0.36918
COc1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,0.03756
COc1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCNc2ccnc3cc(Cl)ccc23)cc1,0.10324
COc1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,0.24082
COc1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,0.12387999999999999
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,0.1745
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,0.287
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCNc2ccnc3cc(Cl)ccc23)cc1,0.03487
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,0.02034
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,0.03123
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCNc2ccnc3cc(Cl)ccc23)cc1,0.05151
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,0.07448
COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,0.09679
Clc1ccc(Cl)c(Oc2ccc(N/C(=N/c3ccccc3)NCCNc3ccnc4cc(Cl)ccc34)cc2)c1,0.039450000000000006
Clc1ccc(Cl)c(Oc2ccc(N/C(=N/c3ccccc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)c1,0.02312
Clc1ccc(Cl)c(Oc2ccc(N/C(=N/c3ccccc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)c1,0.30739999999999995
Clc1cccc(/N=C(\NCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)c1,0.06275
Clc1cccc(/N=C(\NCCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)c1,0.07623999999999999
Clc1cccc(/N=C(\NCCCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)c1,0.126
Clc1ccc(/N=C(\NCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)cc1,0.04397
Clc1ccc(/N=C(\NCCCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)cc1,0.02902
COc1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.03663
COc1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.08601
COc1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.08873
COc1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.0496
COc1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.07568000000000001
COc1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.06903000000000001
COc1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.2041
COc1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.0337
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.07035
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.07818000000000001
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.09442
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.04886
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.07818000000000001
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.05193
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.04309
COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,0.038509999999999996
O=C(NCc1ccccc1C(F)(F)F)Nc1cnc2ccccn2c1=O,100.0
CC(C)N(Cc1ccccc1)C(=O)Nc1cnc2ccccn2c1=O,70.0
O=C(Nc1cnc2ccccn2c1=O)OCc1cccc(F)c1,33.0
O=C(NCc1cccc(F)c1)c1cnc2ccccn2c1=O,43.0
O=C(NCc1cccc(C(F)(F)F)c1)c1cnc2ccccn2c1=O,65.0
O=C(NCc1ccc(C(F)(F)F)cc1)c1cnc2ccccn2c1=O,37.0
O=C(NCc1ccc(F)cc1F)c1cnc2ccccn2c1=O,59.0
O=C(Nc1ncccc1OCc1ccccc1)c1cnc2ccccn2c1=O,100.0
Cc1ccn2c(=O)c(C(=O)NCc3ccc(C(F)(F)F)cc3)cnc2c1,70.0
COc1ccc(-c2ccc3ncc(C(=O)NCC4CCCO4)c(=O)n3c2)cc1,100.0
CCOC(=O)C(=CNc1ccc2nc(-c3ccccc3)c(-c3ccccc3)nc2c1)C(=O)OCC,16.0
CCOC(=O)C(=CNc1ccc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc2c1)C(=O)OCC,21.3
CCOC(=O)c1cnc2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c2c1O,29.8
CCOC(=O)c1cnc2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1O,15.7
CCOC(=O)c1cn(CC)c2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c2c1=O,15.4
CCOC(=O)c1cn(CC(F)(F)F)c2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c2c1=O,13.1
CCCCn1cc(C(=O)OCC)c(=O)c2c3nc(-c4ccccc4)c(-c4ccccc4)nc3ccc21,9.17
CCOC(=O)c1cn(Cc2ccc(F)cc2)c2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c2c1=O,6.94
CCOC(=O)c1cn(CC)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,32.2
CCOC(=O)c1cn(CC(F)(F)F)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,3.92
C#CCn1cc(C(=O)OCC)c(=O)c2c3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3ccc21,18.7
CCOC(=O)c1cn(Cc2ccc(F)cc2)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,7.59
C/C=C/C=C/c1nc2ccccc2n2cccc12,2.4
C/C=C/C=C/c1nc2cc(OC)ccc2n2cccc12,3.3
C/C=C/C=C/c1nc2ccc(OC)cc2n2cccc12,1.5
C/C=C/C=C/c1nc2cccc(OC)c2n2cccc12,3.2
CCC/C=C/C=C/c1nc2ccccc2n2cccc12,2.5
CCC/C=C/C=C/c1nc2cc(OC)ccc2n2cccc12,2.3
CCC/C=C/C=C/c1nc2ccc(OC)cc2n2cccc12,3.3
CCC/C=C/C=C/c1nc2cccc(OC)c2n2cccc12,1.6
CCCC/C=C/C=C/c1nc2ccccc2n2cccc12,6.3
CCCC/C=C/C=C/c1nc2cc(OC)ccc2n2cccc12,8.9
CCCC/C=C/C=C/c1nc2ccc(OC)cc2n2cccc12,10.4
CCCC/C=C/C=C/c1nc2cccc(OC)c2n2cccc12,9.8
C/C=C/C=C/C=C/c1nc2ccccc2n2cccc12,10.1
C/C=C/C=C/c1nc2ccccc2n2ccc(OCC)c12,7.7
CC(C)=CCC/C(C)=C/CNCCOC1C2CC3CC(C2)CC1C3,2.4
CC(C)=CCC/C(C)=C/COCCNC1C2CC3CC(C2)CC1C3,2.8
CC(C)=CCC/C(C)=C/COCCOC1C2CC3CC(C2)CC1C3,24.0
CC(C)=CCC/C(C)=C/CNCCCOC1C2CC3CC(C2)CC1C3,2.4
CC(C)=CCC/C(C)=C/C[N+](C)(C)CCOC1C2CC3CC(C2)CC1C3.[I-],0.16
CC(C)=CCC/C(C)=C/CNC(=O)COC1C2CC3CC(C2)CC1C3,18.0
CC(C)=CCC/C(C)=C/COCC(=O)NC1C2CC3CC(C2)CC1C3,11.0
CC(C)=CCC/C(C)=C/CNCCOC(C)(C)C,13.0
CC(C)=CCC/C(C)=C/CNCCOc1ccccc1,51.0
CC(C)=CCC/C(C)=C/CNCCO[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,6.0
C/C=C1/CN2CC[C@]34c5ccccc5N5C(=O)[C@H]6[C@@H](O)[C@H]7[C@@H]8N(c9ccccc9[C@@]89CCN8C/C(=C/C)[C@@H]7C[C@H]89)[C@@H]6[C@H]([C@H]53)[C@H]1C[C@H]24,1.1
C/C=C1/CN2[C@@H](C3=C[C@@H]4[C@@H]5N(C3=O)c3ccccc3[C@@]53CCN5C/C(=C/C)[C@@H]4C[C@H]53)C[C@@]34c5ccccc5N5C6=C7[C@H]8C[C@@H]9N(CC[C@@]9%10c9ccccc9N(C6=C([C@H]1C[C@H]23)[C@H]54)[C@@H]7%10)C/C8=C/C,0.6
CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,0.2
CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCC2)c1,0.006
CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCC2)c1,0.004
CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(-c2ccccc2)c1,0.002
c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,0.07
CC(C)CN(NC(=O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1nc(C#N)ncc1Br,0.0581
CC(C)CN(NC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1nc(C#N)ncc1Br,0.0189
N#Cc1ncc(Br)c(N(CC2CCCC2)NC(=O)C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)n1,0.0707
N#Cc1ncc(Br)c(N(NC(=O)C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)C2CCCCC2)n1,0.0785
CC(C)CN(NC(=O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1nc(C#N)ncc1Cl,0.0809
CC(C)CN(NC(=O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1ccnc(C#N)n1,0.013099999999999999
CC(C)CN(NC(=O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1cc(Cl)nc(C#N)n1,0.028399999999999998
CC(C)CN(NC(=O)C1CCC(=O)CC1)c1nc(C#N)ncc1Br,0.0482
CC(C)(C)c1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.09
CC(C)Oc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.15
O=C(CCCCCONC(=O)c1ccc(-c2ccccc2)cc1)NO,0.16
CCCCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.17
CCCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.21
CCCCCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.21
CCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.23
CCCOc1ccccc1C(=O)NOCCCCCC(=O)NO,0.24
CCCOc1cccc(C(=O)NOCCCCCC(=O)NO)c1,0.24
CCCCc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.26
CCCCCCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.35
O=C(CCCCCONC(=O)c1ccco1)NO,0.62
O=C(CCCCCONC(=O)c1ccccc1F)NO,0.73
Cc1cc(Nc2ccc(C(F)(F)F)c(F)c2)n2nc(C(C)(F)F)nc2n1,0.0039
Cc1cc(Nc2cc(F)c(C(F)(F)F)c(F)c2)n2nc(C(C)(F)F)nc2n1,0.012
Cc1cc(Nc2cc(F)c(C(F)(F)F)c(F)c2)n2nc(C(F)(F)F)nc2n1,0.0018
Cc1c2ccncc2c(C)c2c1[nH]c1c([N+](=O)[O-])cccc12,17.0
CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC1=O,57.0
CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,25.0
CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)CC)NC1=O,16.0
CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)CC)NC1=O,25.0
CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)CC)NC1=O,23.0
CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)c2cccc(c2)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)CC)NC1=O,4.0
